Suburb,Location,Main risk,Supports,Description,Longitude,Latitude
"Armadale (WA)","Armadale Rd & Streich Ave, Armadale","Inadequate rest or stopping areas",0,"This Armadale Rd/Streich Ave junction near the railway crossing is very difficult (and dangerous) if you wish to turn right to Armadale Rd from Streich Ave.",116.0138654709,-32.1480017497
"Clarkson","Neerabup Rd, Clarkson","Unsafe or poor pedestrian crossing",0,"Very dangerous to cross the road when walking north along Connolly drive. I am surprised that there is no underpass here.",115.731369853,-31.6939404278
"Cottesloe","71 & Curtin Ave, Cottesloe","Vegetation/objects block visibility",1,"When traveling West in Eric St. approaching the roundabout the vegetation makes it impossible to read the traffic indicators on vehicles coming over the bridge. There are several other roundabouts in the Western suburbs with the same issues, sometimes due to signs as in Shenton Rd. Claremont. In the absence of serious efforts to educate drivers on the use of roundabouts, this teaches drivers that traffic indicator signals are unimportant. ",115.7641410828,-31.9896966268
"Yokine","407-413 Hector St, Yokine","Vehicles travel over the speed limit",0,"The road is wide and straight and has a steep slope running uphill when eastbound. This leads to cars using the street as a drag race strip. Our children who play on front gardens are at severe risk and the rise of the hill has also had multiple crashes (although City of Stirling statistics have allocated those crashes to Latrobe St which is wrong) as it's a blind rise that also has the rising sun in direct eye line in the mornings.",115.85086762910004,-31.904250397800002
"Leschenault","Old Coast Rd, Leschenault","Little chance to turn/cross traffic",0,"Fast moving traffic coming from the north and turning into Old Coast Road can be too quick for a driver crossing traffic to head south on the Forrest Highway. There have been some serious accidents, one only 2 weeks ago, at this intersection. Too many things to watch... traffic speeding across the intersection to Old Coast Road and traffic coming from the right heading north along the freeway at full speed. The Binningup intersection would be a better model to have used here. A rest point. ",115.7284811139,-33.231602632
"Hilton (WA)","78-86 Bromley Rd, Hilton","Tight curves or blind crests",1,"Many vehicles travel over the crest and along road exceeding speed limit.also not slowing down at school zone area. They also travel in centre of road over crest. My concern is for motorists, cyclists and pedestrians esp children in the neighbourhood crossing street on rtn f school etc. We have also suffered car accidents when reversing out of driveway as oncoming traffic traveling too fast to stop. There have been cars speeding from Laidlaw street around bend so fast they have crashed in tree. ",115.7905025317,-32.0727181287
"Channybearup","10, Channybearup","Narrow road, lanes or bridges",0,"road too narrow in places and lots of caravans on that road  let alone trucks .",115.9850692749,-34.4435833745
"Hovea","94 & Lionel Rd, Darlington","Area requires lights/roundabout",0,"Chance of collision in middle of intersection.  Oncoming traffic doesn�۪t expect cars to join.  Joiners must start from 0 speed.",116.0818460584,-31.9011353895
"Perth Airport","Coolgardie Ave & Henderson Ave, Redcliffe","Poor or confusing signage",0,"Travelling along Marriot Rd towards  Scott st in Boya, there is no sign to tell you you are approaching a t junction, it is poorly lit.  A person approaching at speed or even normal speed could quite easily come on to Scott St without even realizing it.  Very dangerous indeed.  There isn't a give way sign, or any indication whatsoever of the approaching danger.  .  please do attend to this very dangerous intersection.  I travel there to see my son who uses the intersection twice daily.",115.9531402588,-31.9332982378
"The Vines","237-273 Vines Ave, The Vines","Vehicles travel over the speed limit",0,"I have experience vehicles doing in excess of 20-30km/h over the speed limit consistently. More than 70% of people who use the road speed along the street. There is no 50 km/h signs on Vines Avenue despite its volume of traffic more than doubling in the past 5 years. The government refuses to erect signage on the Road.",115.99922597410006,-31.753883629600004
"Manning","Downey Dr & Marsh Ave, Manning","Area requires lights/roundabout",0,"Although this isn't the busiest intersection it is different from the ones close by. Majority roads coming off of Marsh have either a give way of stop sign and the driers along Marsh have right of way. Most vehicles coming off of Manning road along Marsh do not slow down or stop even though Downey Drive users have the right of way on this section and Marsh Ave have a give way sign. I cross this intersection numerous times a day and will often have close dangerous encounters, ",115.871810317,-32.0126270045
"Manning","Challenger Ave & Henning Cres, Manning","Area requires lights/roundabout",0,"Challenger Ave has right of way with only a give way sign on Henning Cr. Due to poor visibility with trees and curved road placed further up to deter speeding this intersection really should be changed into either a roundabout or stop sign for safety.",115.8739131689,-32.0134912454
"Como (WA)","Downey Dr & Ley St, Manning","Little chance to turn/cross traffic",0,"Coming from Downey the intersection is too narrow to turn left if a car is waiting to turn right. With such high congestion (from 3 schools) it can take a long time to be able to turn right as well so by increasing the width just slightly it would help with congestion.",115.8640694618,-32.0128203223
"Manning","Ley St & Paterson St, Como","Narrow road, lanes or bridges",0,"Ley st congestion would be greatly improved if either a round about was placed or a slip road placed for Manning School collection as drivers coming from Paterson St often can not turn right into Ley st with cars backed up flowing along Ley street from Manning road. Only 1/2 the cars are blocking the area due to no slip lane for a kiss ad drive and wanting to stay to the left where as the other half of the cars are trying to continue along the road or turn right into a church carpark.",115.8640748262,-32.0154698716
"Capel","Bussell Hwy, Capel","Lacks median strip/traffic separation",2,"This is a horrible road! Can be extremely busy with trucks and caravans causing road rage and people to make risky decision. Not uncommon for traffic to come to a walking speed during busy times.",115.5379833505,-33.5641401982
"Byford","27 Howitzer Turn, Byford","Other",0,"60km is far too SLOW for this rural area spoke to Mainroads the one person that desides on speeds wouldnt have a clue about our area.  There are no houses facing onto this South West Hwy its a long stretch of road to be travelling at 60km there are suburbian roads that are 80km.   please explain why??",116.0061085224,-32.2343663892
"Byford","928-928 South Western Hwy, Byford","Other",0,"SPEED LIMIT TOO SLOW  60KM IS REDICULOUS FOR THIS LENGTH OF ROAD WITH NO RESIDENTIAL HOUSING DIRECTLY FACING THE ROAD.",116.003715992,-32.2348927514
"Hilton (WA)","22-32 Paget St, Hilton","Speed limit too high",0,"So many young families living in this area, PCYC, IGA, the speed cars and buses go down this road is scarey and far too high.",115.7813474536,-32.0665718427
"Hilton (WA)","Collick St, Hilton","Poor or confusing signage",1,"The intersection of South Street and Collick is dangerous.  Leaving Collick to head east is tricky as the 3rd slip lane on South Street  heading east means we have a lot to look out for.  Also - the new traffic calming with trees o Collick street is good .... but many many many cars (and buses) still speed over the 50km/hr limit. I would like to see the signs that say ""Remember 50kms / hr in buid up areas installed along Collick street PLEASE. Cheap option and much needed. ",115.7910194993,-32.0634077869
"York","Attfield Rd & Northam-York Rd, York","Tight curves or blind crests",0,"At the intersection of Attfield Road and the Northam Road it is very difficult to see traffic on the right when driving out of Attfield Road.The Northam Road is extremely busy with cars and trucks and the speed limit is 110km.  ",116.784453392,-31.871471496
"Joondanna","Green St, Joondanna","Speed limit too high",0,"I have lived in this street for over 24 years and have experienced an increase in traffic volume and traffic speed with very little or no policing of the speed limit. There is a need for a reduction of the speed limit and for traffic calming devices. Because it is a local government boundary (Stirling and Vincent) there appears to be little  interest by either in addressing the problem.",115.8407020569,-31.9141389399
"Malaga","Beringarra Ave, Malaga","Vegetation/objects block visibility",0,"",115.9124457836,-31.8566553316
"Hamilton Hill","19-37 Blackwood Ave, Hamilton Hill","Vehicles travel over the speed limit",0," Cars and bikes use for burn outs at all hours, racing late at night/early hours and as a bypass road at a higher speed from the early hours. Park well utilised by families and young children, often walking on the road as they would in Fremantle. It is an accident waiting to happen especially at sunset and sunrise with sun in the eyes.",115.7812758086,-32.0855432539
